Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,EAD*R,Loss,Expected Values
437,9.93,12.86%,0.0008,1.276998,8.653002,0.006922402
438,22.13,24.80%,0.0018,5.48824,16.64176,0.029955168
439,5.31,1.90%,0.001,0.10089,5.20911,0.00520911
440,23.31,8.43%,0.0058,1.965033,21.344967,0.123800809
441,0.87,38.23%,0.006,0.332601,0.537399,0.003224394
442,7.52,32.11%,0.0075,2.414672,5.105328,0.03828996
443,12.35,29.90%,0.0056,3.69265,8.65735,0.04848116
444,17.93,32.76%,0.0064,5.873868,12.056132,0.077159245
445,14.02,38.14%,0.005,5.347228,8.672772,0.04336386
446,11.96,35.81%,0.0044,4.282876,7.677124,0.033779346
447,2.86,18.07%,0.0088,0.516802,2.343198,0.020620142
448,12.56,22.77%,0.0007,2.859912,9.700088,0.006790062
449,16.34,17.66%,0.0063,2.885644,13.454356,0.084762443
450,3.94,35.51%,0.0088,1.399094,2.540906,0.022359973
451,16.18,24.11%,0.0066,3.900998,12.279002,0.081041413
452,9,27.26%,0.0094,2.4534,6.5466,0.06153804
453,10.55,25.64%,0.0045,2.70502,7.84498,0.03530241
454,12.74,7.88%,0.0029,1.003912,11.736088,0.034034655
455,13.42,16.30%,0.0099,2.18746,11.23254,0.111202146
456,7.85,12.29%,0.0062,0.964765,6.885235,0.042688457
457,20.62,30.72%,0.0071,6.334464,14.285536,0.101427306
458,8.74,23.78%,0.0093,2.078372,6.661628,0.06195314
459,22.31,27.44%,0.0086,6.121864,16.188136,0.13921797
460,18.03,39.31%,0.0018,7.087593,10.942407,0.019696333
461,9.26,11.70%,0.0061,1.08342,8.17658,0.049877138
462,16.42,4.95%,0.0029,0.81279,15.60721,0.045260909
463,17.44,7.15%,0.0044,1.24696,16.19304,0.071249376
464,13.68,5.65%,0.0045,0.77292,12.90708,0.05808186
465,0.87,16.26%,0.0072,0.141462,0.728538,0.005245474
466,11.86,21.94%,0.0086,2.602084,9.257916,0.079618078
467,7.23,19.56%,0.0084,1.414188,5.815812,0.048852821
468,3.76,22.15%,0.0031,0.83284,2.92716,0.009074196
469,19.91,8.86%,0.0079,1.764026,18.145974,0.143353195
470,19.8,39.34%,0.0099,7.78932,12.01068,0.118905732
471,20,14.32%,0.0071,2.864,17.136,0.1216656
472,24.13,3.05%,0.0013,0.735965,23.394035,0.030412246
473,7.55,12.75%,0.009,0.962625,6.587375,0.059286375
474,5.89,5.71%,0.0053,0.336319,5.553681,0.029434509
475,23.96,37.06%,0.0017,8.879576,15.080424,0.025636721
476,13.42,29.38%,0.0066,3.942796,9.477204,0.062549546
477,15.49,37.89%,0.0048,5.869161,9.620839,0.046180027
478,15.55,10.19%,0.0027,1.584545,13.965455,0.037706729
479,20.51,39.36%,0.0037,8.072736,12.437264,0.046017877
480,4.65,33.18%,0.0012,1.54287,3.10713,0.003728556
481,22.71,3.42%,0.0004,0.776682,21.933318,0.008773327
482,2.05,10.38%,0.0001,0.21279,1.83721,0.000183721
483,16.56,1.98%,0.0015,0.327888,16.232112,0.024348168
484,24.01,36.10%,0.0058,8.66761,15.34239,0.088985862
485,23.02,9.10%,0.0006,2.09482,20.92518,0.012555108
486,8.97,32.24%,0.0018,2.891928,6.078072,0.01094053
487,13.88,39.92%,0.006,5.540896,8.339104,0.050034624
488,18.85,16.45%,0.0011,3.100825,15.749175,0.017324093
489,21.34,24.76%,0.0074,5.283784,16.056216,0.118815998
490,6.59,12.45%,0.0076,0.820455,5.769545,0.043848542
491,23.48,18.00%,0.0042,4.2264,19.2536,0.08086512
492,18.09,13.18%,0.0012,2.384262,15.705738,0.018846886
493,24.38,23.06%,0.0003,5.622028,18.757972,0.005627392
494,8.36,38.75%,0.0001,3.2395,5.1205,0.00051205
495,18.87,28.97%,0.0092,5.466639,13.403361,0.123310921
496,21.33,19.74%,0.0018,4.210542,17.119458,0.030815024
497,4.94,0.80%,0.0046,0.03952,4.90048,0.022542208
498,9.45,4.01%,0.0035,0.378945,9.071055,0.031748693
499,12.8,23.68%,0.0006,3.03104,9.76896,0.005861376
500,24.25,29.88%,0.0027,7.2459,17.0041,0.04591107
501,7.77,4.90%,0.0047,0.38073,7.38927,0.034729569
502,10.42,3.35%,0.0001,0.34907,10.07093,0.001007093
503,16.48,29.40%,0.0047,4.84512,11.63488,0.054683936
504,19.35,2.51%,0.009,0.485685,18.864315,0.169778835
505,21.98,5.39%,0.0061,1.184722,20.795278,0.126851196
506,13.6,35.45%,0.0047,4.8212,8.7788,0.04126036
507,7.29,16.18%,0.004,1.179522,6.110478,0.024441912
508,10.15,1.36%,0.0045,0.13804,10.01196,0.04505382
509,5.39,22.31%,0.0032,1.202509,4.187491,0.013399971
510,21.44,17.91%,0.0037,3.839904,17.600096,0.065120355
511,23.4,29.22%,0.005,6.83748,16.56252,0.0828126
512,5.89,35.80%,0.0056,2.10862,3.78138,0.021175728
513,20.24,34.52%,0.0045,6.986848,13.253152,0.059639184
514,9.5,39.91%,0.0003,3.79145,5.70855,0.001712565
515,3.37,25.60%,0.0053,0.86272,2.50728,0.013288584
516,24.77,2.43%,0.0082,0.601911,24.168089,0.19817833
517,0.22,29.93%,0.0077,0.065846,0.154154,0.001186986
518,14.57,0.26%,0.0001,0.037882,14.532118,0.001453212
519,2.24,37.10%,0.0011,0.83104,1.40896,0.001549856
520,23.54,20.69%,0.0026,4.870426,18.669574,0.048540892
521,18.04,37.67%,0.0081,6.795668,11.244332,0.091079089
522,9.49,37.45%,0.0081,3.554005,5.935995,0.04808156
523,10.65,10.55%,0.0046,1.123575,9.526425,0.043821555
524,7.22,0.51%,0.0058,0.036822,7.183178,0.041662432
525,8,2.23%,0.0042,0.1784,7.8216,0.03285072
526,2.07,32.81%,0.0029,0.679167,1.390833,0.004033416
527,2.12,9.52%,0.003,0.201824,1.918176,0.005754528
528,11.5,16.10%,0.0043,1.8515,9.6485,0.04148855
529,13.47,27.31%,0.0012,3.678657,9.791343,0.011749612
530,20.43,19.11%,0.0059,3.904173,16.525827,0.097502379
531,7.35,35.33%,0.0037,2.596755,4.753245,0.017587007
532,3.85,5.49%,0.0089,0.211365,3.638635,0.032383852
533,23.62,14.67%,0.0021,3.465054,20.154946,0.042325387
534,7.2,33.12%,0.0041,2.38464,4.81536,0.019742976
535,16,33.50%,0.002,5.36,10.64,0.02128
536,1.11,31.53%,0.0014,0.349983,0.760017,0.001064024
537,18.71,36.05%,0.0094,6.744955,11.965045,0.112471423
538,19.4,14.22%,0.0063,2.75868,16.64132,0.104840316
539,4.83,23.21%,0.0018,1.121043,3.708957,0.006676123
540,3.15,31.35%,0.0048,0.987525,2.162475,0.01037988
541,8.79,13.47%,0.0053,1.184013,7.605987,0.040311731
542,10.49,39.32%,0.0071,4.124668,6.365332,0.045193857
543,20.23,12.70%,0.0002,2.56921,17.66079,0.003532158
544,11.53,7.46%,0.0022,0.860138,10.669862,0.023473696
545,7.18,31.18%,0.0018,2.238724,4.941276,0.008894297
546,21.12,19.59%,0.0027,4.137408,16.982592,0.045852998
547,2.62,6.09%,0.0026,0.159558,2.460442,0.006397149
548,1.96,9.92%,0.0093,0.194432,1.765568,0.016419782
549,10.32,6.96%,0.0008,0.718272,9.601728,0.007681382
550,6.69,35.20%,0.0012,2.35488,4.33512,0.005202144
551,6.46,39.26%,0.0082,2.536196,3.923804,0.032175193
552,5.58,10.18%,0.0022,0.568044,5.011956,0.011026303
553,5.91,39.52%,0.0068,2.335632,3.574368,0.024305702
554,2.13,14.00%,0.0051,0.2982,1.8318,0.00934218
555,1.12,30.02%,0.0007,0.336224,0.783776,0.000548643
556,12.7,1.46%,0.0058,0.18542,12.51458,0.072584564
557,14.31,7.12%,0.0039,1.018872,13.291128,0.051835399
558,13.02,8.21%,0.0091,1.068942,11.951058,0.108754628
559,20.87,2.52%,0.0052,0.525924,20.344076,0.105789195
560,24.51,28.54%,0.0018,6.995154,17.514846,0.031526723
561,14.89,33.26%,0.0075,4.952414,9.937586,0.074531895
562,22.45,32.05%,0.0042,7.195225,15.254775,0.064070055
563,22.72,8.08%,0.0003,1.835776,20.884224,0.006265267
564,14.06,9.98%,0.004,1.403188,12.656812,0.050627248
565,12.43,13.76%,0.0086,1.710368,10.719632,0.092188835
566,8.95,7.16%,0.0045,0.64082,8.30918,0.03739131
567,15.76,19.12%,0.0087,3.013312,12.746688,0.110896186
568,17.78,31.37%,0.0009,5.577586,12.202414,0.010982173
569,12.6,0.09%,0.0075,0.01134,12.58866,0.09441495
570,5.85,8.15%,0.0046,0.476775,5.373225,0.024716835
571,21.79,35.55%,0.0095,7.746345,14.043655,0.133414723
572,13.62,39.64%,0.0089,5.398968,8.221032,0.073167185
573,14.97,1.90%,0.0083,0.28443,14.68557,0.121890231
574,5.5,9.26%,0.0078,0.5093,4.9907,0.03892746
575,13.66,35.43%,0.0088,4.839738,8.820262,0.077618306
576,15.63,1.91%,0.002,0.298533,15.331467,0.030662934
577,8.17,39.39%,0.0016,3.218163,4.951837,0.007922939
578,18.91,21.49%,0.004,4.063759,14.846241,0.059384964
579,22.32,21.83%,0.0063,4.872456,17.447544,0.109919527
580,14.23,1.35%,0.0002,0.192105,14.037895,0.002807579
581,15.65,10.73%,0.0066,1.679245,13.970755,0.092206983
582,24.99,33.48%,0.001,8.366652,16.623348,0.016623348
583,12.15,31.59%,0.0053,3.838185,8.311815,0.04405262
584,17.66,23.34%,0.0019,4.121844,13.538156,0.025722496
585,4.01,37.85%,0.0016,1.517785,2.492215,0.003987544
586,19.36,3.05%,0.0032,0.59048,18.76952,0.060062464
587,2.14,12.72%,0.0089,0.272208,1.867792,0.016623349
588,1.39,8.89%,0.0033,0.123571,1.266429,0.004179216
589,9.61,11.12%,0.0057,1.068632,8.541368,0.048685798
590,7.43,21.73%,0.0063,1.614539,5.815461,0.036637404
591,15.2,34.75%,0.0074,5.282,9.918,0.0733932
592,8.56,31.22%,0.009,2.672432,5.887568,0.052988112
593,6.31,17.03%,0.0026,1.074593,5.235407,0.013612058
594,20.51,22.63%,0.0067,4.641413,15.868587,0.106319533
595,2.83,39.82%,0.005,1.126906,1.703094,0.00851547
596,19.55,21.11%,0.0026,4.127005,15.422995,0.040099787
597,23.26,25.28%,0.0088,5.880128,17.379872,0.152942874
598,6.74,22.34%,0.0093,1.505716,5.234284,0.048678841
599,10.15,14.27%,0.0036,1.448405,8.701595,0.031325742
600,15.94,39.18%,0.0034,6.245292,9.694708,0.032962007
601,2.22,4.55%,0.0014,0.10101,2.11899,0.002966586
602,3.32,25.28%,0.0036,0.839296,2.480704,0.008930534
603,12.34,37.73%,0.0019,4.655882,7.684118,0.014599824
604,18.92,16.51%,0.0061,3.123692,15.796308,0.096357479
605,7.98,18.90%,0.0035,1.50822,6.47178,0.02265123
606,22.43,10.91%,0.002,2.447113,19.982887,0.039965774
607,22.84,34.05%,0.0004,7.77702,15.06298,0.006025192
608,22.94,32.37%,0.0099,7.425678,15.514322,0.153591788
609,2.88,37.48%,0.0086,1.079424,1.800576,0.015484954
610,1.26,31.48%,0.0019,0.396648,0.863352,0.001640369
611,10.7,7.26%,0.0083,0.77682,9.92318,0.082362394
612,24.99,28.26%,0.0085,7.062174,17.927826,0.152386521
613,15.68,0.93%,0.0077,0.145824,15.534176,0.119613155
614,10.69,32.08%,0.0028,3.429352,7.260648,0.020329814
615,14.59,39.93%,0.0032,5.825787,8.764213,0.028045482
616,20.32,0.01%,0.0099,0.002032,20.317968,0.201147883
617,2.19,14.69%,0.0026,0.321711,1.868289,0.004857551
618,19.88,7.52%,0.0059,1.494976,18.385024,0.108471642
619,11.73,36.89%,0.0028,4.327197,7.402803,0.020727848
620,6.01,5.49%,0.0045,0.329949,5.680051,0.02556023
621,23.58,23.95%,0.0051,5.64741,17.93259,0.091456209
622,23.83,20.17%,0.0001,4.806511,19.023489,0.001902349
623,23.15,28.62%,0.0041,6.62553,16.52447,0.067750327
624,15.41,29.03%,0.0078,4.473523,10.936477,0.085304521
625,7.2,17.47%,0.0087,1.25784,5.94216,0.051696792
626,1.56,39.78%,0.0021,0.620568,0.939432,0.001972807
627,1.5,30.67%,0.0033,0.46005,1.03995,0.003431835
628,23.77,10.07%,0.0067,2.393639,21.376361,0.143221619
629,3.52,19.13%,0.0018,0.673376,2.846624,0.005123923
630,6.64,32.31%,0.0029,2.145384,4.494616,0.013034386
631,10.35,2.42%,0.0038,0.25047,10.09953,0.038378214
632,14.27,1.53%,0.0031,0.218331,14.051669,0.043560174
633,5.41,18.77%,0.0027,1.015457,4.394543,0.011865266
634,4.08,10.79%,0.0057,0.440232,3.639768,0.020746678
635,24.93,39.55%,0.009,9.859815,15.070185,0.135631665
636,22.98,34.75%,0.0021,7.98555,14.99445,0.031488345
637,1.3,36.81%,0.0026,0.47853,0.82147,0.002135822
638,18.38,8.72%,0.0039,1.602736,16.777264,0.06543133
639,0,8.57%,0.0075,0,0,0
640,7.83,24.40%,0.0084,1.91052,5.91948,0.049723632
641,9.97,4.62%,0.0035,0.460614,9.509386,0.033282851
642,7.13,23.22%,0.0037,1.655586,5.474414,0.020255332
643,13.02,31.24%,0.0096,4.067448,8.952552,0.085944499
644,23.3,34.18%,0.0044,7.96394,15.33606,0.067478664
645,6.8,27.86%,0.0053,1.89448,4.90552,0.025999256
646,14.87,17.15%,0.0058,2.550205,12.319795,0.071454811
647,22.26,32.21%,0.0081,7.169946,15.090054,0.122229437
648,12.31,36.40%,0.0024,4.48084,7.82916,0.018789984
649,3.97,35.55%,0.0076,1.411335,2.558665,0.019445854
650,22.04,16.61%,0.0058,3.660844,18.379156,0.106599105
651,20.76,4.03%,0.01,0.836628,19.923372,0.19923372
652,16.64,38.56%,0.0011,6.416384,10.223616,0.011245978
653,8.03,1.72%,0.0005,0.138116,7.891884,0.003945942
654,18.6,37.43%,0.0059,6.96198,11.63802,0.068664318
655,10.22,5.50%,0.0094,0.5621,9.6579,0.09078426
656,3.91,11.23%,0.0071,0.439093,3.470907,0.02464344
657,20.98,19.77%,0.0051,4.147746,16.832254,0.085844495
658,14.78,27.75%,0.0012,4.10145,10.67855,0.01281426
659,13.96,23.55%,0.0058,3.28758,10.67242,0.061900036
660,14.59,34.45%,0.0068,5.026255,9.563745,0.065033466
661,21.5,8.60%,0.0073,1.849,19.651,0.1434523
662,1.14,29.92%,0.0048,0.341088,0.798912,0.003834778
663,16.39,1.85%,0.0096,0.303215,16.086785,0.154433136
664,6.42,6.22%,0.0096,0.399324,6.020676,0.05779849
665,2.4,2.75%,0.0003,0.066,2.334,0.0007002
666,20.78,19.53%,0.0055,4.058334,16.721666,0.091969163
667,22.66,29.08%,0.0071,6.589528,16.070472,0.114100351
668,24.74,2.87%,0.0038,0.710038,24.029962,0.091313856
669,3.93,1.11%,0.0021,0.043623,3.886377,0.008161392
670,21.43,36.61%,0.0042,7.845523,13.584477,0.057054803
671,22.91,21.41%,0.0079,4.905031,18.004969,0.142239255
672,0.86,19.70%,0.0043,0.16942,0.69058,0.002969494
673,0.06,3.13%,0.0087,0.001878,0.058122,0.000505661
674,12.8,24.41%,0.0083,3.12448,9.67552,0.080306816
675,2.57,39.55%,0.0042,1.016435,1.553565,0.006524973
676,17.85,2.58%,0.0062,0.46053,17.38947,0.107814714
677,12.15,39.47%,0.0071,4.795605,7.354395,0.052216205
678,1.4,2.10%,0.002,0.0294,1.3706,0.0027412
679,1.31,38.88%,0.0047,0.509328,0.800672,0.003763158
680,18.73,37.20%,0.0001,6.96756,11.76244,0.001176244
681,1.59,11.64%,0.002,0.185076,1.404924,0.002809848
682,7.71,8.41%,0.0045,0.648411,7.061589,0.031777151
683,18.51,17.98%,0.0089,3.328098,15.181902,0.135118928
684,21.6,23.93%,0.009,5.16888,16.43112,0.14788008
685,5.46,21.40%,0.0051,1.16844,4.29156,0.021886956
686,20.62,6.67%,0.0088,1.375354,19.244646,0.169352885
687,6.07,23.74%,0.0067,1.441018,4.628982,0.031014179
688,9.08,14.56%,0.0051,1.322048,7.757952,0.039565555
689,18.08,5.58%,0.0082,1.008864,17.071136,0.139983315
690,20.78,20.32%,0.0023,4.222496,16.557504,0.038082259
691,8.05,3.29%,0.0026,0.264845,7.785155,0.020241403
692,17.38,29.54%,0.0083,5.134052,12.245948,0.101641368
693,7.04,8.39%,0.0069,0.590656,6.449344,0.044500474
694,17.03,7.63%,0.0007,1.299389,15.730611,0.011011428
695,12.17,38.75%,0.0092,4.715875,7.454125,0.06857795
696,19.65,29.49%,0.0098,5.794785,13.855215,0.135781107
697,12.67,16.75%,0.0036,2.122225,10.547775,0.03797199
698,9.55,14.84%,0.0098,1.41722,8.13278,0.079701244
699,10.6,6.21%,0.0043,0.65826,9.94174,0.042749482
700,7.85,21.15%,0.0082,1.660275,6.189725,0.050755745
701,17.87,30.92%,0.0033,5.525404,12.344596,0.040737167
702,17.14,27.64%,0.0064,4.737496,12.402504,0.079376026
703,24.95,17.29%,0.0018,4.313855,20.636145,0.037145061
704,6.03,29.22%,0.0095,1.761966,4.268034,0.040546323
705,8.26,22.56%,0.0083,1.863456,6.396544,0.053091315
706,12.74,37.06%,0.0099,4.721444,8.018556,0.079383704
707,6.52,19.86%,0.0067,1.294872,5.225128,0.035008358
708,9.84,35.21%,0.0051,3.464664,6.375336,0.032514214
709,15.11,23.98%,0.0045,3.623378,11.486622,0.051689799
710,24.68,36.20%,0.003,8.93416,15.74584,0.04723752
711,5.96,20.18%,0.0013,1.202728,4.757272,0.006184454
712,1.92,37.09%,0.001,0.712128,1.207872,0.001207872
713,16.03,38.86%,0.0077,6.229258,9.800742,0.075465713
714,2.27,37.87%,0.0034,0.859649,1.410351,0.004795193
715,15.86,39.96%,0.0009,6.337656,9.522344,0.00857011
716,19.72,15.60%,0.0014,3.07632,16.64368,0.023301152
717,3.33,30.95%,0.0013,1.030635,2.299365,0.002989175
718,5.03,32.94%,0.0006,1.656882,3.373118,0.002023871
719,3.14,15.18%,0.0059,0.476652,2.663348,0.015713753
720,4.53,10.91%,0.006,0.494223,4.035777,0.024214662
721,1.27,36.91%,0.0099,0.468757,0.801243,0.007932306
722,19.85,22.18%,0.0098,4.40273,15.44727,0.151383246
723,16.3,31.51%,0.0024,5.13613,11.16387,0.026793288
724,5.01,26.52%,0.0005,1.328652,3.681348,0.001840674
725,21.5,25.66%,0.0065,5.5169,15.9831,0.10389015
726,0.13,17.69%,0.0063,0.022997,0.107003,0.000674119
727,8.97,2.73%,0.0047,0.244881,8.725119,0.041008059
728,17.51,28.85%,0.0097,5.051635,12.458365,0.120846141
729,11.12,23.70%,0.0057,2.63544,8.48456,0.048361992
730,2.87,8.30%,0.005,0.23821,2.63179,0.01315895
731,2.37,11.72%,0.0093,0.277764,2.092236,0.019457795
732,0.78,23.60%,0.0009,0.18408,0.59592,0.000536328
733,14.09,28.42%,0.0005,4.004378,10.085622,0.005042811
734,21.78,0.25%,0.0056,0.05445,21.72555,0.12166308
735,10.47,18.84%,0.0066,1.972548,8.497452,0.056083183
736,12.12,0.35%,0.0049,0.04242,12.07758,0.059180142
737,18.47,25.17%,0.0014,4.648899,13.821101,0.019349541
738,0.77,31.03%,0.0069,0.238931,0.531069,0.003664376
739,14.79,4.66%,0.0023,0.689214,14.100786,0.032431808
740,22.3,4.40%,0.0076,0.9812,21.3188,0.16202288
741,17.04,28.22%,0.006,4.808688,12.231312,0.073387872
742,22.59,29.22%,0.0059,6.600798,15.989202,0.094336292
743,9.42,14.66%,0.0097,1.380972,8.039028,0.077978572
744,23.44,26.26%,0.0089,6.155344,17.284656,0.153833438
745,0.96,37.37%,0.0019,0.358752,0.601248,0.001142371
746,17.72,32.88%,0.0064,5.826336,11.893664,0.07611945
747,2.38,4.11%,0.0072,0.097818,2.282182,0.01643171
748,19.49,38.76%,0.0076,7.554324,11.935676,0.090711138
749,24.88,17.99%,0.0025,4.475912,20.404088,0.05101022
750,24.52,30.27%,0.0058,7.422204,17.097796,0.099167217
751,1.56,29.39%,0.0056,0.458484,1.101516,0.00616849
752,23.45,30.78%,0.0059,7.21791,16.23209,0.095769331
753,24.07,7.95%,0.0093,1.913565,22.156435,0.206054846
754,7.27,20.46%,0.0027,1.487442,5.782558,0.015612907
755,7.38,15.80%,0.0041,1.16604,6.21396,0.025477236
756,18.62,25.16%,0.0036,4.684792,13.935208,0.050166749
757,2.61,33.77%,0.0059,0.881397,1.728603,0.010198758
758,7.53,8.45%,0.009,0.636285,6.893715,0.062043435
759,6.15,3.79%,0.0062,0.233085,5.916915,0.036684873
760,3.7,28.15%,0.0063,1.04155,2.65845,0.016748235
761,1.38,3.14%,0.0059,0.043332,1.336668,0.007886341
762,22.57,39.37%,0.0061,8.885809,13.684191,0.083473565
763,9.85,6.53%,0.0097,0.643205,9.206795,0.089305912
764,21.95,1.38%,0.0005,0.30291,21.64709,0.010823545
765,14.38,10.55%,0.0014,1.51709,12.86291,0.018008074
766,15,9.71%,0.0042,1.4565,13.5435,0.0568827
767,20.61,5.10%,0.009,1.05111,19.55889,0.17603001
768,3.81,39.48%,0.0018,1.504188,2.305812,0.004150462
769,7.42,10.90%,0.0048,0.80878,6.61122,0.031733856
770,22.31,36.15%,0.0094,8.065065,14.244935,0.133902389
771,4.63,21.60%,0.001,1.00008,3.62992,0.00362992
772,1.19,32.93%,0.0083,0.391867,0.798133,0.006624504
773,12.97,22.99%,0.0069,2.981803,9.988197,0.068918559
774,23.41,30.08%,0.0002,7.041728,16.368272,0.003273654
775,20.66,38.84%,0.0083,8.024344,12.635656,0.104875945
776,6.2,33.31%,0.0075,2.06522,4.13478,0.03101085
777,4.17,32.71%,0.0033,1.364007,2.805993,0.009259777
778,11.45,27.84%,0.003,3.18768,8.26232,0.02478696
779,14.4,17.75%,0.0069,2.556,11.844,0.0817236
780,3.12,32.57%,0.0012,1.016184,2.103816,0.002524579
781,2.59,0.95%,0.0005,0.024605,2.565395,0.001282698
782,16.89,30.91%,0.0035,5.220699,11.669301,0.040842554
783,1.72,5.97%,0.0071,0.102684,1.617316,0.011482944
784,7.54,26.33%,0.0031,1.985282,5.554718,0.017219626
785,24.77,14.59%,0.0071,3.613943,21.156057,0.150208005
786,22.83,13.93%,0.0004,3.180219,19.649781,0.007859912
787,11.89,19.68%,0.0055,2.339952,9.550048,0.052525264
788,19.87,7.62%,0.0081,1.514094,18.355906,0.148682839
789,8.65,26.42%,0.0067,2.28533,6.36467,0.042643289
790,10.4,22.03%,0.0022,2.29112,8.10888,0.017839536
791,5.1,11.48%,0.003,0.58548,4.51452,0.01354356
792,24.83,15.24%,0.0093,3.784092,21.045908,0.195726944
793,23.9,7.71%,0.0074,1.84269,22.05731,0.163224094
794,19.55,3.76%,0.0028,0.73508,18.81492,0.052681776
795,5.36,15.42%,0.0026,0.826512,4.533488,0.011787069
796,22.67,38.66%,0.002,8.764222,13.905778,0.027811556
797,7.66,9.07%,0.0081,0.694762,6.965238,0.056418428
798,4.88,9.60%,0.0006,0.46848,4.41152,0.002646912
799,13.56,20.17%,0.001,2.735052,10.824948,0.010824948
800,9.1,28.92%,0.0052,2.63172,6.46828,0.033635056
801,22.9,35.88%,0.0083,8.21652,14.68348,0.121872884
802,18.09,24.83%,0.0039,4.491747,13.598253,0.053033187
803,0.95,26.68%,0.0002,0.25346,0.69654,0.000139308
804,4,20.10%,0.005,0.804,3.196,0.01598
805,17.47,37.08%,0.0007,6.477876,10.992124,0.007694487
806,11.45,13.04%,0.0035,1.49308,9.95692,0.03484922
807,19.27,11.08%,0.0028,2.135116,17.134884,0.047977675
808,14.98,29.88%,0.0089,4.476024,10.503976,0.093485386
809,8.41,38.27%,0.004,3.218507,5.191493,0.020765972
810,19.76,29.05%,0.0067,5.74028,14.01972,0.093932124
811,10.23,19.34%,0.0094,1.978482,8.251518,0.077564269
812,1.7,18.53%,0.0085,0.31501,1.38499,0.011772415
813,0.05,2.07%,0.0036,0.001035,0.048965,0.000176274
814,18.69,32.90%,0.0022,6.14901,12.54099,0.027590178
815,10.85,27.60%,0.0034,2.9946,7.8554,0.02670836
816,11.82,15.14%,0.0091,1.789548,10.030452,0.091277113
817,21.5,29.00%,0.0065,6.235,15.265,0.0992225
818,22.28,24.18%,0.005,5.387304,16.892696,0.08446348
819,21.52,34.78%,0.0051,7.484656,14.035344,0.071580254
820,22.34,39.05%,0.0086,8.72377,13.61623,0.117099578
821,15.23,19.83%,0.0021,3.020109,12.209891,0.025640771
822,4.88,19.80%,0.005,0.96624,3.91376,0.0195688
823,23.73,9.61%,0.0073,2.280453,21.449547,0.156581693
824,13.48,0.58%,0.0058,0.078184,13.401816,0.077730533
825,0.92,34.05%,0.0029,0.31326,0.60674,0.001759546
826,17.8,10.03%,0.0036,1.78534,16.01466,0.057652776
827,14.06,38.22%,0.0022,5.373732,8.686268,0.01910979
828,14.11,23.36%,0.0078,3.296096,10.813904,0.084348451
829,9.32,22.94%,0.008,2.138008,7.181992,0.057455936
830,17.06,31.30%,0.0052,5.33978,11.72022,0.060945144
831,16.23,2.95%,0.0079,0.478785,15.751215,0.124434599
832,17.84,2.96%,0.0092,0.528064,17.311936,0.159269811
833,21.15,12.22%,0.0089,2.58453,18.56547,0.165232683
834,5.87,7.36%,0.0046,0.432032,5.437968,0.025014653
835,16.48,28.63%,0.0012,4.718224,11.761776,0.014114131
836,22.36,38.83%,0.0035,8.682388,13.677612,0.047871642
837,8,23.13%,0.008,1.8504,6.1496,0.0491968
838,0.04,35.58%,0.0069,0.014232,0.025768,0.000177799
839,7.83,32.36%,0.0066,2.533788,5.296212,0.034954999
